index,time,vmax_kt,vmax
0,2023-07-23 09:43:00,87.0,44.756628
1,2023-07-24 09:52:00,99.0,50.929956000000004
2,2023-07-25 10:00:00,111.0,57.103284
3,2023-07-25 21:55:00,107.0,55.045508
4,2023-07-26 10:09:00,72.0,37.039968
5,2023-07-26 22:01:00,80.0,41.15552
6,2023-07-26 22:02:00,80.0,41.15552
7,2023-07-27 10:17:00,89.0,45.785516
