,time,vmax_kt,vmax
0,2023-07-14 02:04:00,88.0,45.271072000000004
1,2023-07-14 14:02:00,107.0,55.045508
2,2023-07-15 02:45:00,88.0,45.271072000000004
3,2023-07-16 02:53:00,73.0,37.554412
4,2023-07-16 03:00:00,74.0,38.068856000000004
5,2023-07-16 14:49:00,66.0,33.953304
6,2023-07-17 03:33:00,62.0,31.895528000000002
7,2023-07-17 15:29:00,52.0,26.751088
8,2023-07-18 03:42:00,47.0,24.178868
9,2023-07-19 04:22:00,41.0,21.092204
10,2023-07-19 16:17:00,39.0,20.063316
